"","project","year","month","day","plot_id","ecoregion","latitude","longitude","pft","family","genus","species","binomial","specific_leaf_area","leaf_carbon","leaf_nitrogen","leaf_c_to_n","leaf_life","tmean.gy.c","ppt.gy.mm"
"435","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",138.5,48.23,1.45,33.26,1,7.9,482
"436","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",139.5,49.66,1.48,33.55,1,7.9,482
"437","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",143.2,49.97,1.82,27.46,1,7.9,482
"438","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",145.2,49.34,1.41,34.99,1,7.9,482
"439","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",146.9,49.88,1.33,37.5,1,7.9,482
"440","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",155.5,50.27,1.45,34.67,1,7.9,482
"441","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",160.8,49.46,1.61,30.72,1,7.9,482
"442","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",168.3,49.58,1.44,34.43,1,7.9,482
"443","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",171.5,49.3,1.63,30.25,1,7.9,482
"444","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",205.6,49.68,1.71,29.05,1,7.9,482
"445","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",246.3,50.75,1.35,37.59,1,7.9,482
"446","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",270.2,50.34,1.7,29.61,1,7.9,482
"447","EPA",2001,9,12,25,"Eastern Cascades",44.4371,-121.5679,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",376.9,49.08,0.97,50.6,1,7.9,482
"448","EPA",2001,8,16,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",78.1,53.1,1.08,49.2,3,7.9,482
"449","EPA",2001,8,16,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.3,53.7,0.98,54.8,3,7.9,482
"450","EPA",2001,8,16,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82,53,1.12,47.3,3,7.9,482
"451","EPA",2001,8,16,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",88.9,52.8,1.07,49.3,5,7.9,482
"452","EPA",2001,8,16,25,"Eastern Cascades",44.4371,-121.5679,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",90.5,53.4,1.05,50.9,5,7.9,482
"453","EPA",2001,9,3,27,"Eastern Cascades",44.4327,-121.6104,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",73.6,53.1,1.22,43.5,4,7.68,542
"454","EPA",2001,9,3,27,"Eastern Cascades",44.4327,-121.6104,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.1,52.9,1.34,39.5,4,7.68,542
"455","EPA",2001,9,3,27,"Eastern Cascades",44.4327,-121.6104,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.1,52.9,0.97,54.5,4,7.68,542
"456","EPA",2001,9,3,27,"Eastern Cascades",44.4327,-121.6104,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",84.1,52.4,1.21,43.3,4,7.68,542
"457","EPA",2001,9,3,27,"Eastern Cascades",44.4327,-121.6104,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",90.2,53.3,1.25,42.6,4,7.68,542
"458","EPA",2001,9,2,28,"Eastern Cascades",44.4277,-121.5852,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",78.5,52,1.11,46.8,3,7.9,482
"459","EPA",2001,9,2,28,"Eastern Cascades",44.4277,-121.5852,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.3,52.3,1.3,40.2,4,7.9,482
"460","EPA",2001,9,2,28,"Eastern Cascades",44.4277,-121.5852,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72.2,52.3,1.21,43.2,5,7.9,482
"461","EPA",2001,9,2,28,"Eastern Cascades",44.4277,-121.5852,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.7,52.3,1.14,45.9,5,7.9,482
"462","EPA",2001,9,2,28,"Eastern Cascades",44.4277,-121.5852,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",84.6,53,0.95,55.8,6,7.9,482
"463","EPA",2001,9,2,29,"Eastern Cascades",44.4373,-121.587,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",68.9,52,1.16,44.8,4,7.8,498
"464","EPA",2001,9,2,29,"Eastern Cascades",44.4373,-121.587,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",81.3,51.7,1.08,47.9,6,7.8,498
"465","EPA",2001,9,2,29,"Eastern Cascades",44.4373,-121.587,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",83.1,52.8,1.13,46.7,6,7.8,498
"466","EPA",2001,9,2,29,"Eastern Cascades",44.4373,-121.587,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",93.7,51.8,1.15,45,6,7.8,498
"467","EPA",2001,9,2,29,"Eastern Cascades",44.4373,-121.587,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",95.3,51.7,0.8,64.6,6,7.8,498
"468","EPA",2001,7,24,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.1,54.56,0.93,58.67,NA,7.16,600
"469","EPA",2001,7,24,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",79.3,52.75,0.94,56.12,NA,7.16,600
"470","EPA",2001,7,24,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",85.2,53.23,1.02,52.19,NA,7.16,600
"471","EPA",2001,7,24,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",100.4,53.84,0.71,75.83,NA,7.16,600
"472","EPA",2001,8,17,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",83.9,52.5,1.14,46.1,5,7.16,600
"473","EPA",2001,8,17,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",90.6,52.3,0.97,53.9,5,7.16,600
"474","EPA",2001,8,17,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",78.8,52.9,1.04,50.9,6,7.16,600
"475","EPA",2001,8,17,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",83.5,52.1,1.16,44.9,7,7.16,600
"476","EPA",2001,8,17,30,"Eastern Cascades",44.4513,-121.5575,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",84.2,52.3,0.95,55.1,7,7.16,600
"477","EPA",2001,8,21,31,"Eastern Cascades",44.434,-121.6701,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",68,52.7,1.18,44.7,4,7.84,521
"478","EPA",2001,8,21,31,"Eastern Cascades",44.434,-121.6701,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76.6,53.5,1.09,49.1,4,7.84,521
"479","EPA",2001,8,21,31,"Eastern Cascades",44.434,-121.6701,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",89.6,52.4,1.07,49,4,7.84,521
"480","EPA",2001,8,21,31,"Eastern Cascades",44.434,-121.6701,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76.2,53.1,1.08,49.2,5,7.84,521
"481","EPA",2001,8,21,31,"Eastern Cascades",44.434,-121.6701,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",78.3,53,1,53,5,7.84,521
"482","EPA",2001,8,20,32,"Eastern Cascades",44.4526,-121.6691,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",99.1,52,1.39,37.4,3,7.84,521
"483","EPA",2001,8,20,32,"Eastern Cascades",44.4526,-121.6691,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",81.1,52.7,1.13,46.6,4,7.84,521
"484","EPA",2001,8,20,32,"Eastern Cascades",44.4526,-121.6691,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",86,52.4,1.21,43.3,4,7.84,521
"485","EPA",2001,8,20,32,"Eastern Cascades",44.4526,-121.6691,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",89,52.5,1.17,44.9,4,7.84,521
"486","EPA",2001,8,20,32,"Eastern Cascades",44.4526,-121.6691,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.2,53.1,1.17,45.4,5,7.84,521
"487","EPA",2001,8,21,33,"Eastern Cascades",44.4634,-121.6634,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",65.1,52.4,1.24,42.3,5,7.56,597
"488","EPA",2001,8,21,33,"Eastern Cascades",44.4634,-121.6634,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",70.7,53.4,1.03,51.8,5,7.56,597
"489","EPA",2001,8,21,33,"Eastern Cascades",44.4634,-121.6634,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",75,52.3,1.14,45.9,5,7.56,597
"490","EPA",2001,8,21,34,"Eastern Cascades",44.4982,-121.6249,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",61.2,52.2,1.26,41.4,3,7.95,581
"491","EPA",2001,8,21,34,"Eastern Cascades",44.4982,-121.6249,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",74.8,51.6,1.18,43.7,3,7.95,581
"492","EPA",2001,8,21,34,"Eastern Cascades",44.4982,-121.6249,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",75.7,51.8,1.24,41.8,4,7.95,581
"493","EPA",2001,8,21,34,"Eastern Cascades",44.4982,-121.6249,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",86.1,51.6,1.35,38.2,4,7.95,581
"494","EPA",2001,8,21,34,"Eastern Cascades",44.4982,-121.6249,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",87.4,51.8,1.09,47.5,6,7.95,581
"495","EPA",2001,8,21,35,"Eastern Cascades",44.5005,-121.6237,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",79.3,52.3,1.17,44.7,5,7.32,683
"496","EPA",2001,8,21,35,"Eastern Cascades",44.5005,-121.6237,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",81.2,51.5,1.13,45.6,5,7.32,683
"497","EPA",2001,8,21,35,"Eastern Cascades",44.5005,-121.6237,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",93.4,47.6,1.1,43.3,6,7.32,683
"498","EPA",2001,8,21,35,"Eastern Cascades",44.5005,-121.6237,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",95.9,51.1,1.19,42.9,6,7.32,683
"499","EPA",2001,8,21,35,"Eastern Cascades",44.5005,-121.6237,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",103.7,51,1.15,44.3,6,7.32,683
"500","EPA",2001,9,3,36,"Eastern Cascades",44.4222,-121.6066,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",67.9,51.3,1.14,45,4,7.47,599
"501","EPA",2001,9,3,36,"Eastern Cascades",44.4222,-121.6066,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.3,51.9,1.16,44.7,4,7.47,599
"502","EPA",2001,9,3,36,"Eastern Cascades",44.4222,-121.6066,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",60.2,52.2,1.12,46.6,5,7.47,599
"503","EPA",2001,7,24,37,"Western Cascades",45.8708,-122.097,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",86.9,51.6,0.87,59.3,4,6.66,2607
"504","EPA",2001,7,24,37,"Western Cascades",45.8708,-122.097,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",92.7,51.8,0.79,65.6,4,6.66,2607
"505","EPA",2001,7,24,37,"Western Cascades",45.8708,-122.097,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",93.8,51.2,0.69,74.2,4,6.66,2607
"506","EPA",2001,7,24,37,"Western Cascades",45.8708,-122.097,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",99.1,50.9,0.73,69.7,3,6.66,2607
"507","EPA",2001,7,24,37,"Western Cascades",45.8708,-122.097,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",109.5,51.6,0.84,61.4,5,6.66,2607
"508","EPA",2001,7,24,38,"Western Cascades",45.849,-122.0274,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",98,52.8,1.2,44,4,7.5,2507
"509","EPA",2001,7,24,38,"Western Cascades",45.849,-122.0274,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103,53.5,1.1,48.6,5,7.5,2507
"510","EPA",2001,7,24,38,"Western Cascades",45.849,-122.0274,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103,52.5,0.85,61.8,4,7.5,2507
"511","EPA",2001,7,24,38,"Western Cascades",45.849,-122.0274,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",107.1,52.4,0.96,54.6,6,7.5,2507
"512","EPA",2001,7,24,38,"Western Cascades",45.849,-122.0274,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",118.8,51.9,0.98,53,5,7.5,2507
"513","EPA",2001,7,25,39,"Western Cascades",45.8596,-122.0736,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",53.8,50.4,0.93,54.2,3,6.66,2607
"514","EPA",2001,7,25,39,"Western Cascades",45.8596,-122.0736,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",57.6,50.7,0.95,53.4,4,6.66,2607
"515","EPA",2001,7,25,39,"Western Cascades",45.8596,-122.0736,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",70.8,50.9,0.96,53,4,6.66,2607
"516","EPA",2001,7,25,39,"Western Cascades",45.8596,-122.0736,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",92.1,51.3,0.94,54.6,4,6.66,2607
"517","EPA",2001,7,25,39,"Western Cascades",45.8596,-122.0736,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",127.9,51.1,0.86,59.4,5,6.66,2607
"518","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",102.8,51,0.82,62.2,6,8.61,2393
"519","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.4,50.1,0.93,53.9,5,8.61,2393
"520","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",119.8,49.9,0.79,63.2,5,8.61,2393
"521","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",126.1,51,0.82,62.2,5,8.61,2393
"522","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",183.4,52.7,0.92,57.3,5,8.61,2393
"523","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",192,51.2,0.94,54.5,4,8.61,2393
"524","EPA",2001,7,26,40,"Western Cascades",45.8141,-122.0101,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",192,51.2,0.93,55.1,6,8.61,2393
"525","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",67.2,52.3,0.99,52.8,4,7.43,2698
"526","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",71.4,51.9,0.78,66.5,4,7.43,2698
"527","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",78.1,51.5,0.85,60.6,4,7.43,2698
"528","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",84,52.1,0.89,58.5,4,7.43,2698
"529","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",100.4,52.7,0.91,57.9,4,7.43,2698
"530","EPA",2001,7,26,41,"Western Cascades",45.8344,-122.0899,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",115.4,50.3,0.93,54.1,4,7.43,2698
"531","EPA",2001,7,25,42,"Western Cascades",45.8464,-122.1093,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",67.5,52.1,0.84,62,4,7.68,2839
"532","EPA",2001,7,25,42,"Western Cascades",45.8464,-122.1093,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",85.1,52.3,1.07,48.9,4,7.68,2839
"533","EPA",2001,7,25,42,"Western Cascades",45.8464,-122.1093,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",87.1,51.9,1.02,50.9,5,7.68,2839
"534","EPA",2001,7,25,42,"Western Cascades",45.8464,-122.1093,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",88,51.6,1.06,48.7,4,7.68,2839
"535","EPA",2001,7,25,42,"Western Cascades",45.8464,-122.1093,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",112,52.6,1.03,51.1,4,7.68,2839
"536","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"deciduous broadleaf shrub","Rhamnaceae","Ceanothus","velutinus","Ceanothus velutinus",121.3,51.2,2.47,20.7,1,7.36,1951
"537","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"deciduous broadleaf shrub","Grossulariaceae","Ribes","divaricatum","Ribes divaricatum",232.1,48.4,2.61,18.5,1,7.36,1951
"538","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",110.6,50.5,1.06,47.6,4,7.36,1951
"539","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",119.1,51.5,0.99,52,4,7.36,1951
"540","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",121.8,50.9,0.94,54.1,4,7.36,1951
"541","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",132.1,50.6,0.96,52.7,5,7.36,1951
"542","EPA",2001,6,26,43,"Western Cascades",44.7824,-121.8975,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",136.5,50.4,1.15,43.8,4,7.36,1951
"543","EPA",2001,8,16,44,"Western Cascades",44.8006,-121.9901,"deciduous broadleaf tree","Sapindaceae","Acer","circinatum","Acer circinatum",533.2,52.1,0.99,52.6,1,8.07,1856
"544","EPA",2001,8,16,44,"Western Cascades",44.8006,-121.9901,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",105.5,51.5,0.6,85.8,4,8.07,1856
"545","EPA",2001,8,16,44,"Western Cascades",44.8006,-121.9901,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",134.4,50.9,0.85,59.9,5,8.07,1856
"546","EPA",2001,8,16,44,"Western Cascades",44.8006,-121.9901,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",150,52.2,0.81,64.4,6,8.07,1856
"547","EPA",2001,7,18,45,"Western Cascades",44.763,-121.8859,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",88,51.8,0.85,60.9,5,7.24,1950
"548","EPA",2001,7,18,45,"Western Cascades",44.763,-121.8859,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",89.6,51.3,0.81,63.3,6,7.24,1950
"549","EPA",2001,7,18,45,"Western Cascades",44.763,-121.8859,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",101.1,51.2,0.97,52.8,6,7.24,1950
"550","EPA",2001,7,17,46,"Western Cascades",44.7894,-121.9945,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",78.3,51.2,1.07,47.9,5,8.18,1850
"551","EPA",2001,7,17,46,"Western Cascades",44.7894,-121.9945,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",89.5,49.8,0.86,57.9,6,8.18,1850
"552","EPA",2001,7,17,46,"Western Cascades",44.7894,-121.9945,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",98.9,51.2,0.92,55.7,8,8.18,1850
"553","EPA",2001,7,17,46,"Western Cascades",44.7894,-121.9945,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",174.1,52,1.06,49.1,5,8.18,1850
"554","EPA",2001,7,17,47,"Western Cascades",44.7723,-121.9007,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",80.4,50.5,0.74,68.2,5,7.36,1951
"555","EPA",2001,7,17,47,"Western Cascades",44.7723,-121.9007,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",89.6,51.1,0.78,65.5,6,7.36,1951
"556","EPA",2001,7,17,47,"Western Cascades",44.7723,-121.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",88.1,51.2,0.77,66.5,5,7.36,1951
"557","EPA",2001,7,17,47,"Western Cascades",44.7723,-121.9007,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",102.1,52.4,0.85,61.6,6,7.36,1951
"558","EPA",2001,7,17,48,"Western Cascades",44.7855,-121.8935,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",84.2,50.1,0.8,62.6,6,7.35,1938
